Comentario,Polaridad,Aspecto
la direccion de navegacion de la herencia entre las clases usuario cliente trabajador y administrador no es la adecuada entre el cliente y la reserva existe una composicion lo cual nos indica que si el cliente no tiene una reserva no existen ninguna de las dos clases entre la clase trabajador y contrato tambien existe una composicion indicando que existe un error entre esas clases ya que si el trabajador no tiene un contrato no existen ninguna de las clases,-1,direccion
en el presente diagrama de clases se pueden ver bien a detalle las clases pero sus atributos no existen dentro de las clases,0,diagrama
no se presentan sus respectivos atributos ni tipos de datos estan faltantes en las clases,-1,atributos
los metodos utilizados no especifican la variable de retorno ni que tipo de funcion es ni tampoco el tipo de dato,-1,metodos
en el diagrama de clases presente se puede observar que la relacion esta bien detallada acorde al modelo de caso de uso especificado anteriormente se ha implementado el uso de la generalizacion para asi reutilizar partes de la clase padre,0,diagrama
no todas las clases presentan atributos solo metodos los nombres de las clases no empiezan con mayuscula faltan clases importantes,-1,clases
no todas las clases presentan atributos,-1,clases
los metodos no indican el tipo de dato de retorno,-1,metodos
las cardinalidades no corresponden,-1,cardinalidades
los nombres de las clases no son adecuados los nombres de cada de una de las clases no empiezan con mayuscula en la mayoria de las clases no contiene atributos,-1,nombres
la unica clase que contiene atributos es la clase usuario de lo cual no estan completos el tipo de dato de usuario de la clase usuario no es la adecuada,-1,clase
los nombres de los metodos tienen faltas ortograficas en algunas clases no contienen los metodos necesarios que se requieren,-1,nombres
las cardinalidades son usados correctamente no todos los roles se especifican adecuadamente,0,cardinalidades
los nombres de las clases son adecuados son sustantivos y empieza con mayusculas,1,nombres
solamente existe una clase que contiene incompletamente atributos que expresan la propiedad de su clase no se detectan todos los atributos,-1,clase
los nombres de los metodos son adecuados son verbos y expresan claramente una accion u operacion de la clase pero no se indica ni el tipo de dato ni el valor de retorno en cada metodo de acuerdo a las funcionalidades para cada objeto los metodos no son suficientes no indican funcionalidad completa de los requerimientos descritos,-1,nombres
la multiplicidad de las clases esta expresada correctamente en ambas direcciones,0,multiplicidad
los nombres de las clases no son adecuados no inicializan con mayusculas los nombres de las clases no se contemplan de forma correcta la estructuras de las clases cada clase no tiene su estructura adecuada unas que otras no tienen sus atributos la informacion reportada no esta correctamente detallada y no es coherente,-1,nombres
no existen atributos adecuados y en su mayoria de las clases no tienen no se indican los argumentos y tipo de datos de los atributos no existe una visibilidad adecuada no se han detectado todos los atributos correctamente,-1,atributos
lo nombres de los metodos unos que otros no son adecuados aplican los verbos en las metodos pero no estan bien escritos no se indican los metodos y tipo de datos de los atributos los metodos no indican funcionalidad correcta de los requerimientos del caso,-1,nombres
las cardinalidades no se denotan en su mayoria correctamente los roles no se especifican correctamente la direcciones de navegacion de las clases no se especifican correctamente,-1,cardinalidades
los nombres de las clases estan correctamente escritos,1,nombres
los nombres de los adecuados cuentan con sus respectivos tipos de datos y su visibilidad es adecuada,1,nombres
los nombres son los adecuados cuentan con sus respectivos tipos de datos pero no cuenta con tipo de valor de retorno y cada metodo representan funcionalidades del sistema,0,nombres
las cardinalidades se denotan de forma correcta la direccion de navegacion de todas las asociaciones se especifica de forma correcta,1,cardinalidades
sus clases estan colocadas de forma correcta indicando de cada uno sus atributos y metodos necesarios para su uso pero faltando una clase mas para que este completo si muestra coherencia en cada clase relacionada,0,clases
si consta de todos sus atributos completos para cada clase indicando que son adecuadas formadas correctamente como sustantivos expresando una propiedad para la clase aunque hay duda en si la visibilidad es adecuada,1,atributos
si se expresa con claridad las funcionalidades de cada metodo en la clases mencionadas pero no indican el tipo de dato y eso pone en duda la visibilidad de los metodos,0,claridad
las cardinalidades aplicadas se entienden correctamente indicando los roles adecuados para cada uno de ellos pero las asociaciones no muestra mucha coherencia,0,cardinalidades
los nombres de las clases estan en su totalidad en mayusculas si son sustantivos se detectan las clases correctas,1,nombres
los atributos son adjetivos y sustantivos si expresan una accion de la clase tienen su tipo de dato colocado bien respectivamente y su visibilidad esta bien aplicada,1,atributos
los metodos si tienen verbos pero no tienen tipo de dato tampoco valor de retorno pero la visibilidad si esta bien colocada,0,metodos
las cardinalidades si esta bien colocadas si tienen roles pero no esta muy claro pero considero q la navegacion si esta bien,0,cardinalidades
los nombres de las clases estan asignados correctamente su estructura es correcta por lo que es facil de entender los atributos que manejan cada clase son coherentes segun lo que representa el objeto o nombre de la clase,1,nombres
los atributos para cada clase son bastante adecuados si se especifica el tipo de dato para cada atributo de la clase los atributos si representan una propiedad del objeto o de la clase no se especifica la visibilidad de cada atributo,0,atributos
los nombres de los metodos estan bien estructurados no se indica el tipo de argumentos que requiere el metodo tampoco se indica en los metodos el tipo de valor de retorno los metodos declarados son muy generalista por lo que seria mejor agregar mas metodos con una funcionalidad en especifico,0,nombres
la direccion de las asociaciones son correctas las cardinalidades en su mayoria se encuentran bien implementadas pero existen unas cardinalidades que estan erroneas lo que genera confusion,0,direccion
los nombres de las clases estan descritos con mayusculas falta una clase faltan metodos,-1,nombres
faltan los atributos de la clase faltante en el diagrama de casos de uso,-1,atributos
faltan los metodos de la clase faltante en el diagrama de casos de uso faltan metodos de las clases que constan en el diagrama no indica el tipo de datos de los metodos,-1,metodos
faltan las asociaciones de la clase no descrita en el diagrama se consta de errores en la relacion de la clase contrato y reserva,-1,asociaciones
el diagrama de clase consta con los nombres adecuados pero sin embargo todos estan en mayuscula y le faltan unos metodos a ciertas clases,0,diagrama
el diagrama posee los nombres adecuados de los atributos con su respectivo tipo de dato,1,diagrama
el diagrama consta con el tipo de dato visibilidad  sin embargo faltan agregar mas metodos aciertas clases,0,diagrama
